pitch_type,video_link,category
FF,https://baseballsavant.mlb.com/sporty-videos?playId=2199383e-6c40-321f-bb05-428f003ed4d7,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=682cffaf-e022-335e-b643-7b1896db00f5,Breaking
CH,https://baseballsavant.mlb.com/sporty-videos?playId=9a68f904-eb9f-3e9a-8f01-95de501ac81b,Offspeed
SL,https://baseballsavant.mlb.com/sporty-videos?playId=94a11c5a-6e51-3bb1-a895-7dddf2d05fda,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=8a0bbd56-3518-3fa8-90c1-a2d861045969,Breaking
CH,https://baseballsavant.mlb.com/sporty-videos?playId=d2c3d8d5-4aab-38f4-b8b9-36d3151a67e7,Offspeed
CU,https://baseballsavant.mlb.com/sporty-videos?playId=64be6d44-3fd5-3dcd-bfc3-eaef84ded344,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=3752ae8f-28e9-335b-88b6-7636007ed5bd,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=85e5e3e0-ba04-3a7e-8060-97424fac5bb5,Offspeed
FF,https://baseballsavant.mlb.com/sporty-videos?playId=1a92e515-7ec0-3912-8c16-c6a82d7cc2f3,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=d4e8c6a1-dbb1-3deb-9f4f-cabbef9f2fe1,Fastball
CU,https://baseballsavant.mlb.com/sporty-videos?playId=e33d0787-0e80-30c8-900f-3975e5f21f89,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=5d058edd-1574-3ad2-b413-8c040c62b8f6,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=7d2ef15f-7f42-3bc5-aeb7-238521ea8f58,Offspeed
SL,https://baseballsavant.mlb.com/sporty-videos?playId=1b5815c9-36f8-3c7b-ac46-98c6e4510051,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=7b05bbff-0f75-3f33-9a32-ebc990a4d201,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=c201bc8d-9e67-306e-86b0-cf776962d234,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=16980f7e-abeb-30de-8a77-5b8ea0d21030,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=9f756a94-7e77-3fa1-9d2a-9156e9a52039,Fastball
CU,https://baseballsavant.mlb.com/sporty-videos?playId=4c17170a-94b3-3993-a21e-d7b0959b5c85,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=0184dea6-a545-3aa8-a7bc-f16830784f2a,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=b0deb4e9-0e3b-36e1-a0b4-a66ec6c3f464,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=ea07acd3-02f6-3088-9a17-2890645bef12,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=b22136c1-dafb-3b27-a00e-e2045a79da1a,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=3fa8d513-5586-3d9c-864c-124669605a93,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=8ac33707-5087-386c-a66c-c86fce81bbf5,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=4f7fdd05-6e65-3677-9831-7374a5b3f010,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=6ef25455-ef3c-3831-8078-66053a46ccfb,Offspeed
FF,https://baseballsavant.mlb.com/sporty-videos?playId=04c52ce1-c390-32f0-83b2-c1f9884afce9,Fastball
CU,https://baseballsavant.mlb.com/sporty-videos?playId=248d074f-48e0-3431-8dd2-86783270b265,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=ac7115ce-0a33-3ec6-ba2b-a25f3b103954,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=a5e6957a-d12f-3cb0-a8b1-c818e1716a76,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=fcf9c1bd-cdaa-3b22-b493-0deabc6c44c5,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=c14e9c99-1ddc-32ec-a033-ac73d4eb6529,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=d76d794d-2264-3a75-9772-2429b8662fdb,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=8fa36025-3c77-3053-bfbb-751480b21f6d,Offspeed
FF,https://baseballsavant.mlb.com/sporty-videos?playId=07afd29e-b65f-3536-a07f-c8c28340a7b4,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=795f420e-2e3e-3804-8beb-e1560cfa4b18,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=4c053c30-a39a-3cdc-bc59-c666f157b90b,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=c9dccc18-a8fb-3ab3-8b96-9eb2273951df,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=42e31c74-a16a-3fe9-90fc-4da78be1504e,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=c33b9e43-6391-32f9-93e9-d32561813cb7,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=15f33c9b-319d-3697-ac8b-dc8544230909,Fastball
CU,https://baseballsavant.mlb.com/sporty-videos?playId=5505fcb7-b3e4-3d7a-a933-81a650e91adc,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=cab789f9-2a09-30f8-8325-5ed0495e8cc3,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=2d5023fa-1e8d-37db-85e7-68642e3baa1e,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=9a4337f0-d52c-38cd-8bd1-40037dee5336,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=c19a3be3-a3ff-384a-bd7f-4b2f7e8bc8b9,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=2400cca6-144d-39b1-a329-79c94e19aa77,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=066e4661-915c-32da-963b-90334953382b,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=f55c9f92-5e18-35eb-9c94-b659f1b7ad8c,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=0eef4098-063c-36f3-92ff-c8c5a2dd845e,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=fbcc2f7b-6f9b-3c78-a6de-91a3ce281d2a,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=ff1f87fb-6dc7-32de-8552-314520bfd120,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=ad780c4e-cb0f-32c4-bc41-43852b624a83,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=8b759dc4-63b3-3c0d-a7e8-d74d61c5804a,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=b203c8d8-1486-326f-9ad0-c3f337d1dd94,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=be468da7-9239-36e5-a456-b7982777ea1b,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=835bce6a-5382-33da-919b-c0f248298a6e,Offspeed
FF,https://baseballsavant.mlb.com/sporty-videos?playId=fa9a2c0a-761f-3da3-9358-63c6c07bdfb5,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=d070d69b-d19f-372e-ba0c-d597faa8a6ae,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=e9fa0fa6-8485-3f58-9a59-6f5158676f0f,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=6b45d75d-4823-320f-af61-8412d3f440c3,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=5951c2b7-4269-3c34-81a3-6e8fdd29e594,Offspeed
FF,https://baseballsavant.mlb.com/sporty-videos?playId=bc881147-4d07-3332-bd33-c51cc2e97acf,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=6e5845f9-c7a2-363f-b7a6-2bb425e382ee,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=eedca5bb-071b-31bb-b9e7-23f1bb9a8582,Fastball
CU,https://baseballsavant.mlb.com/sporty-videos?playId=0e8de99e-70ef-3d1c-9a7c-24b1252d2af0,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=eaab2a6d-8b23-3ad7-8cb3-8f1d3ef7d68d,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=35d1d511-6b2b-31fa-85f0-0953ceba08af,Breaking
CH,https://baseballsavant.mlb.com/sporty-videos?playId=18df3e9e-605d-3799-9816-f28a69e72a5c,Offspeed
CU,https://baseballsavant.mlb.com/sporty-videos?playId=efa1aa8b-0190-363f-839d-a6241ebb594f,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=967c0f7b-5b62-3b75-96b0-95a38ad5c834,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=5fead61c-b5aa-3da1-8b19-6eef0966a363,Breaking
CH,https://baseballsavant.mlb.com/sporty-videos?playId=52c39fbf-9278-3749-9ec6-3e563fc58f71,Offspeed
SL,https://baseballsavant.mlb.com/sporty-videos?playId=be8992f7-88ae-346f-b597-f212f2e118a4,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=b7645df2-9909-3e8f-af71-362b3d0ac3c5,Breaking
CH,https://baseballsavant.mlb.com/sporty-videos?playId=f508b82d-6b87-3f57-a74c-6113b89f979b,Offspeed
FF,https://baseballsavant.mlb.com/sporty-videos?playId=cee9a644-b198-3747-b010-118d590bf123,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=6380b61b-a617-37c8-b4c1-833d0a3335cf,Offspeed
FF,https://baseballsavant.mlb.com/sporty-videos?playId=90012749-be3b-324e-9f05-780f60d1c402,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=ab93883a-fbc1-37a0-b0c9-c017ec6b2de2,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=52ac5664-b609-3cf9-888b-0305b9c68e45,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=ee82bba8-1ee9-31be-8e84-25521c38a53a,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=1c9dd1fa-936d-36f1-a5e3-0bfd7905bb10,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=5feffd01-1ce2-38a6-9581-24f6f9e4a4a7,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=535bb974-c16b-38a8-bbb1-001a0b6f3d2f,Fastball
CU,https://baseballsavant.mlb.com/sporty-videos?playId=7f090181-55f6-372d-be10-6b3184d38fbe,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=2d167cc5-81fc-394f-9062-74f17fb50aef,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=1d861cab-1c4b-311a-b316-05a11276a218,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=8f60073d-eda1-392c-a134-d457608fcdb1,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=04165604-5e53-33e7-8164-99271789c514,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=ba758f3e-269f-32be-80e7-e4c5e2aa693a,Offspeed
FF,https://baseballsavant.mlb.com/sporty-videos?playId=b039e23b-3036-38e7-a657-d1a0543be461,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=27915ebd-a4fd-3d4d-8138-76347886dabe,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=9fe34a38-af23-3a0d-b300-b1af0bac866d,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=a5122510-5a00-3f8b-8fae-80e1077f0094,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=d56853c6-d5af-322a-a132-4c53bf3426b2,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=f9a14c68-bec5-34f8-b91a-2f1be0701d42,Offspeed
CH,https://baseballsavant.mlb.com/sporty-videos?playId=00e0c604-1602-3215-b236-893ed002f24a,Offspeed
CH,https://baseballsavant.mlb.com/sporty-videos?playId=dc039262-4944-3755-be2a-3c2f17808287,Offspeed
FF,https://baseballsavant.mlb.com/sporty-videos?playId=891c8dcb-e3a6-3dca-b404-221c94690c21,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=4122be76-2545-39a7-acc3-97df3949fdb5,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=47a377c1-f3a8-3bc4-9bc8-441c591f7c7a,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=6c866279-123f-352f-95e4-926c64711555,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=aac8fd31-d134-3c4a-810e-54b14d71d6eb,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=4bb96a47-3cd4-3e81-ade3-25b57f19491a,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=61a3b0e0-fe8e-3b4d-9110-d03febb5e1ec,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=e87a41fc-5395-34c2-9259-6a5174b1eaaa,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=81f119f4-92e4-3047-ad25-17561d2da6aa,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=a54671e5-fb12-3b17-b7f7-770c620d0f8e,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=c2937afe-cb26-3503-961b-b90bf9dcb5a4,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=1271952e-ed56-38e0-bde4-8adfd5254148,Breaking
CH,https://baseballsavant.mlb.com/sporty-videos?playId=ae10847b-8918-32e5-834c-a395bb1cd096,Offspeed
FF,https://baseballsavant.mlb.com/sporty-videos?playId=6dd7cb03-06e0-39e4-9031-50d70a81710c,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=a032e0e6-10db-34f2-ab5f-840168f23013,Breaking
CH,https://baseballsavant.mlb.com/sporty-videos?playId=db58f601-9603-3127-90f6-ceb2d998f1eb,Offspeed
FF,https://baseballsavant.mlb.com/sporty-videos?playId=03d8e89e-5529-3d58-a1c2-06f59e58ff09,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=791050a9-f554-3488-bf5a-9d360c0c67bc,Offspeed
FF,https://baseballsavant.mlb.com/sporty-videos?playId=046206a5-73c1-3b1a-aae6-1409e347393d,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=3b13cbd6-2e89-30ff-a4ca-8505fc666bcf,Offspeed
SL,https://baseballsavant.mlb.com/sporty-videos?playId=9378bb0b-3efd-329d-8551-7e94064e001b,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=88ab0f34-e3e1-38da-bc74-655032bd5239,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=cb51afa1-c62f-3bbb-8c58-367e8656797f,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=f3f9c5e7-d00d-3220-b88c-13064575b58d,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=2c85c9c8-0c1a-3fe3-8118-e2b6fee47766,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=5c188683-7a49-3fb3-a6ca-a4f90258dd4f,Breaking
CU,https://baseballsavant.mlb.com/sporty-videos?playId=c31fcba3-6511-31b1-9f7a-a55f7b1f0f4a,Breaking
CH,https://baseballsavant.mlb.com/sporty-videos?playId=55b529d1-04f7-3910-9564-2e78a27a9d9a,Offspeed
CU,https://baseballsavant.mlb.com/sporty-videos?playId=83303efb-1f50-3732-960c-c096bff7e5ff,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=714be7f3-74f0-3358-a2b4-a59c4907d64c,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=04b8d127-566a-3df1-b5a5-92fdfcac0a46,Offspeed
CH,https://baseballsavant.mlb.com/sporty-videos?playId=b4111e1f-5139-3656-aba0-c2ef3b5a5057,Offspeed
FF,https://baseballsavant.mlb.com/sporty-videos?playId=b2785985-9f83-3712-a1cf-e7fe968b2acf,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=07a7b983-e1e4-36fd-9569-cc8a6cf56e03,Breaking
CH,https://baseballsavant.mlb.com/sporty-videos?playId=dd78722c-62bc-3f62-8235-cc58adaf3094,Offspeed
FF,https://baseballsavant.mlb.com/sporty-videos?playId=d8261064-82b1-3821-ad2f-05334b0d7ab2,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=972bb71c-8e2d-3462-a62d-ce2d6a527c61,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=4fd2cc0d-6611-388b-ba20-788388a23287,Offspeed
SL,https://baseballsavant.mlb.com/sporty-videos?playId=e2826baf-ffe5-3af7-9fed-007d159a5e86,Breaking
CU,https://baseballsavant.mlb.com/sporty-videos?playId=651b894d-a229-3002-80d7-ae0dd597a807,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=9835f5e7-90c8-3a48-bdb2-d06c23e9384d,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=e185f34a-aa56-383f-b18e-327c5aeed8ee,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=6d8f10d6-3434-3fa6-b80d-517b9e6b9637,Fastball
CU,https://baseballsavant.mlb.com/sporty-videos?playId=2b068739-02f8-31ef-a01d-b787b55f36ae,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=143ee67c-4d17-34b5-a072-5d60264d9d4c,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=f644dbb3-a9dd-34a6-b120-b51f961e0edb,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=85b4f3bb-290c-308c-b653-1e5be3bd01a8,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=0a8bcf95-6299-3e76-89f3-fd06f8734064,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=06c68e04-5e1a-3872-a0f3-b3b6d4a074ad,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=7d4c8d1f-f624-3c93-a50a-4519c3f98215,Offspeed
SL,https://baseballsavant.mlb.com/sporty-videos?playId=1073a3e4-d6a6-36fb-b216-845561309e83,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=ed0006a9-3aac-36f9-940b-f7f314a7d01b,Fastball
CH,https://baseballsavant.mlb.com/sporty-videos?playId=68986bf0-c191-36a3-9e02-aeb8bcb4d35a,Offspeed
CU,https://baseballsavant.mlb.com/sporty-videos?playId=48305c9e-874c-37c0-a9a8-0d4c5249c8cd,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=f5f94a47-1012-3a7f-80fe-065b97d6822a,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=7ea11eec-2fbc-3940-9ce2-796f6f4d9c66,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=558948b8-d94f-3263-ba9b-147d3e35f278,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=92bb2ac5-16f2-3991-8aec-aee49fe4f637,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=3b051490-cc7c-3c0b-ba82-ede5437a874e,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=3f62c31f-576f-3fcf-8223-0619f6ee6e64,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=51d4851f-0212-3d12-b35f-123070d926d2,Breaking
SL,https://baseballsavant.mlb.com/sporty-videos?playId=8d56734e-15d4-3ce0-8ffa-a418f16a7789,Breaking
CH,https://baseballsavant.mlb.com/sporty-videos?playId=78fee597-2b56-33de-b8a7-7ca320e09fa1,Offspeed
CU,https://baseballsavant.mlb.com/sporty-videos?playId=cdf7ef25-fa5d-3ad0-a558-b220b47dd071,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=16826db5-913b-35d0-8b82-30df19ae7e7c,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=53f1fb77-0ca2-34aa-b63a-4191e015d6fe,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=9b9587fb-4903-33c7-8b7a-4e69db70b061,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=8e183fed-2db9-39f8-9ecd-829546e7fd10,Fastball
CU,https://baseballsavant.mlb.com/sporty-videos?playId=8662101a-f490-3f71-a80a-835ab900abc1,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=7d270bd6-7404-3a8a-9403-b67a48a370df,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=f739de15-9bcc-39fb-94db-0d297a3ece33,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=89987279-ccdc-32ec-aa2d-478ea81fbf82,Fastball
FF,https://baseballsavant.mlb.com/sporty-videos?playId=e895b9a1-5954-32ed-8479-13d2ec98f527,Fastball
SL,https://baseballsavant.mlb.com/sporty-videos?playId=c8362e2b-14b4-3820-8e94-7f9bcd28fefa,Breaking
FF,https://baseballsavant.mlb.com/sporty-videos?playId=8120e52a-e818-3342-98be-21d4ce51633c,Fastball
